Network,Program,Season,Campaign Type,Campaign Custom,Start Year,Start Month,Start Day,End Year,End Month,End Day,Campaign ID,Agency,Publisher,Buy Method,Inventory Type,Package Custom,Package ID,Episode Start,Episode End,Tentpole Details,Tactic,Device,Ad Type,Targeting Type 1,Targeting Type 2,Targeting Type 3,Targeting Type 4,Audience Type,Width,Height,Placement ID,Creative Group,Ad Custom,Ad ID,Creative Network,Creative Program,Creative Season,Creative Message,Creative Theme Custom,Creative Version Number,A/B Test Label,Video Length,Creative Start Month,Creative Start Day,Creative End Month,Creative End Day,Creative Id,Omniture Code
Nick Retail,Ad Hoc,N/A,Product,ToysRUs,2017,11,15,2017,12,31,NKR_ADHC_X_PD_ToysRUs_20171115-20171231,ASG,Facebook,Dynamic CPC,Run of Site,X,NKR_ADHC_X_ASG_FCBK_DCC_ROS_X,,,X,Social,Desktop/Mobile/Tablet,Non-Skippable Video,Behavioral,Geographic,None,None,JoJoFans-ParentsK6-11-TexasGeo,,,NKR_ADHC_X_X_ASG_SOC_DMT_FCBK_DCC_NSV_ROS_BT-GE-XX-XX_JoJoFans-ParentsK6-11-TexasGeo_X_1115-1231,Consumer Product,JoJoFans-ParentsK6-11-TexasGeo,NKR_ADHC_X_CRP_FCBK_X_JoJoFans-ParentsK6-11-TexasGeo,N/A,N/A,N/A,Multiple Creative Rotation (tracking pixel),JoJoMyWorldDVD,01,Not Applicable,45s,11,21,11,25,NKR_ADHC_X_CRP_MC_JoJoMyWorldDVD_01_XX_45s_1121-1125,/?xid=crm_NKR_ADHC_X_FCBK
MTV,Wild 'n Out,S10,Tune-In,X,2017,11,27,2017,01,04,MTV_WDNO_S10_TI_X_20171127-20170104,ASG,Twitter,Dynamic CPV (Cost per View),Run of Site,X,MTV_WDNO_S10_ASG_TWTR_DVW_ROS_X,E01,E10,X,Social,Desktop/Mobile/Tablet,Non-Skippable Video,Behavioral,None,None,None,Handle-KW-HT-TVTargeting,,,MTV_WDNO_S10_E01-E10_ASG_SOC_DMT_TWTR_DVW_NSV_ROS_BT-XX-XX-XX_Handle-KW-HT-TVTargeting_X_1127-0104,Pre-Premiere,X,MTV_WDNO_S10_PPR_TWTR_X_X,N/A,N/A,N/A,Multiple Creative Rotation (tracking pixel),X,01,Not Applicable,15s,11,29,11,30,MTV_WDNO_S10_PPR_MC_X_01_XX_15s_1129-1130,/?xrs=crm_MTV_WDNO_S10_TWTR
VH1,Black Ink Crew,S06,Tune-In,X,2017,12,04,2017,12,13,VH1_BLIC_S06_TI_X_20171204-20171213,ASG,Complex,CPM,Run of Site,Instream,VH1_BLIC_S06_ASG_CMPX_CPM_ROS_Instream,E01,E02,X,Display Banner,Desktop/Mobile/Tablet,Social Mix,Behavioral,None,None,None,VMN1PRmkt-YTKeywordInterest,300,250,,Pre-Premiere,X,VH1_BLIC_S06_PPR_CMPX_300x250_X,N/A,N/A,N/A,Wednesday,X,01,Not Applicable,15s,12,04,12,04,,/?xrs=crm_VH1_BLIC_S06_CMPX
MTV,Ridiculousness/Amazingness,N/A,Tune-In,X,2017,12,04,2017,01,26,MTV_RDAZ_X_TI_X_20171204-20170126,ASG,Twitter,Dynamic CPV (Cost per View),Run of Site,X,MTV_RDAZ_X_ASG_TWTR_DVW_ROS_X,,,X,Social,Desktop/Mobile/Tablet,Non-Skippable Video,Behavioral,Demographic,None,None,KW-HT-FLWR-TVConvo-WL,,,MTV_RDAZ_X_X_ASG_SOC_DMT_TWTR_DVW_NSV_ROS_BT-DM-XX-XX_KW-HT-FLWR-TVConvo-WL_X_1204-0126,Pre-Premiere,X,MTV_RDAZ_X_PPR_TWTR_X_X,N/A,N/A,N/A,Tonight,X,01,Not Applicable,15s,12,08,12,08,MTV_RDAZ_X_PPR_TN_X_01_XX_15s_1208-1208,/?xrs=crm_MTV_RDAZ_X_TWTR
MTV,Ridiculousness/Amazingness,N/A,Tune-In,X,2017,12,04,2017,01,26,MTV_RDAZ_X_TI_X_20171204-20170126,ASG,Google Search,Dynamic CPC,Run of Site,X,MTV_RDAZ_X_ASG_GSRC_DCC_ROS_X,E01,E04,X,Search,Desktop/Mobile/Tablet,Text Link,Conquesting,None,None,None,Keywords,1,1,MTV_RDAZ_X_X_ASG_SRC_DMT_GSRC_DCC_TXT_ROS_CQ-XX-XX-XX_Keywords_1x1_1204-0126,Pre-Premiere,RIDIC,MTV_RDAZ_X_PPR_GSRC_1x1_RIDIC,N/A,N/A,N/A,,,,,,,,,,,/?xrs=crm_MTV_RDAZ_X_GSRC
CMT,Nashville,S6A,Tune-In,X,2017,01,01,2017,01,11,CMT_NASH_S6A_TI_X_20170101-20170111,ASG,Gemini,Dynamic CPM,Run of Exchange,X,CMT_NASH_S6A_ASG_GMNI_DCI_ROE_X,E01,E02,X,Video,Desktop/Mobile/Tablet,Non-Skippable Video,Behavioral,None,None,None,VMN1P-Yahoo-EML-Srch-IntData,,,CMT_NASH_S6A_E01-E02_ASG_VID_DMT_GMNI_DCI_NSV_ROE_BT-XX-XX-XX_VMN1P-Yahoo-EML-Srch-IntData_X_0101-0111,Pre-Premiere,X,CMT_NASH_S6A_PPR_GMNI_X_X,N/A,N/A,N/A,Now,X,01,Not Applicable,30s,01,01,01,02,CMT_NASH_S6A_PPR_NW_X_01_XX_30s_0101-0102,/?xrs=crm_CMT_NASH_S6A_GMNI
VH1,Love & Hip Hop: Miami,S01,Tune-In,X,2017,12,18,2017,01,08,VH1_LHHM_S01_TI_X_20171218-20170108,ASG,Google Search,Dynamic CPC,Run of Site,X,VH1_LHHM_S01_ASG_GSRC_DCC_ROS_X,E01,E02,X,Search,Desktop/Mobile/Tablet,Text Link,Conquesting,None,None,None,SearchKeywords,1,1,VH1_LHHM_S01_E01-E02_ASG_SRC_DMT_GSRC_DCC_TXT_ROS_CQ-XX-XX-XX_SearchKeywords_1x1_1218-0108,Pre-Premiere,Instream,VH1_LHHM_S01_PPR_GSRC_1x1_Instream,N/A,N/A,N/A,Monday,X,01,Not Applicable,30s,12,31,12,31,VH1_LHHM_S01_PPR_MO_X_01_XX_1x1_1231-1231,/?xrs=crm_VH1_LHHM_S01_GSRC
Comedy Central,Drunk History,S03,Tune-In,X,2017,01,22,2017,03,27,CCL_DKHT_S03_TI_X_20170122-20170327,ASG,Drawbridge,Dynamic CPM,Run of Exchange,X,CCL_DKHT_S03_ASG_DWBG_DCI_ROE_X,E01,E10,X,Display Banner,Desktop/Mobile/Tablet,Static Image,Behavioral,Demographic,None,None,VMN1P-YTRemarketing-CustAffin,300,250,CCL_DKHT_S03_E01-E10_ASG_DIS_DMT_DWBG_DCI_IMG_ROE_BT-DM-XX-XX_VMN1P-YTRemarketing-CustAffin_300x250_0122-0327,Pre-Premiere,X,CCL_DKHT_S03_PPR_DWBG_300x250_X,N/A,N/A,N/A,Tomorrow,X,01,Not Applicable,30s,01,22,03,27,CCL_DKHT_S03_PPR_TM_X_01_XX_300x250_0122-0327,/?xrs=crm_CCL_DKHT_S03_DWBG
MTV,Catfish,S7A,Tune-In,X,2017,12,14,2017,01,17,MTV_CTFH_S7A_TI_X_20171214-20170117,ASG,BrightRoll,Dynamic CPV (Cost per View),Run of Exchange,X,MTV_CTFH_S7A_ASG_BRRL_DVW_ROE_X,E01,E03,X,Display Banner,Desktop/Mobile/Tablet,Animated GIF,Behavioral,None,None,None,YahooEmailData,300,250,MTV_CTFH_S7A_E01-E03_ASG_DIS_DMT_BRRL_DVW_GIF_ROE_BT-XX-XX-XX_YahooEmailData_300x250_1214-0117,Pre-Premiere,X,MTV_CTFH_S7A_PPR_BRRL_300x250_X,N/A,N/A,N/A,Wednesday,X,01,Not Applicable,,12,28,01,01,MTV_CTFH_S7A_PPR_WE_X_01_XX_300x250_1228-0101,/?xrs=crm_MTV_CTFH_S7A_BRRL
Nick Consumer Marketing,Nick Everyday,N/A,Tune-In,X,2017,12,19,2017,12,25,NCM_NEVD_X_TI_X_20171219-20171225,ASG,Awesomeness TV,CPC,Run of Site,X,NCM_NEVD_X_ASG_AWTV_CPC_ROS_X,,,X,Display Banner,Desktop/Mobile/Tablet,Static Image,Contextual,None,None,None,PremiumSiteList-Keywords,300,250,NCM_NEVD_X_X_ASG_DIS_DMT_AWTV_CPC_IMG_ROS_CT-XX-XX-XX_PremiumSiteList-Keywords_300x250_1219-1225,Always On,X,NCM_NEVD_X_AON_AWTV_300x250_X,Nick Consumer Marketing,N/A,N/A,Now,PremiumSiteLIst-Kewords,01,Not Applicable,N/A,12,15,12,25,NCM_NEVD_X_AON_NW_NCM-XXXX-X-PremiumSiteLIst-Kewords_01_XX_300x250_1215-1225,/?xid=crm_NCM_NEVD_X_AWTV
Nick Consumer Marketing,Saturday Night Live Action,N/A,Tune-In,X,2017,01,02,2017,01,20,NCM_SNLA_X_TI_X_20170102-20170120,ASG,Snapchat,Dynamic CPM,Run of Site,Stories,NCM_SNLA_X_ASG_SNPC_DCI_ROS_Stories,E01,E03,X,Social,Mobile/Tablet,Skippable Video,Behavioral,Day Parting,Retargeting,None,Demo13-18-Via1P-SCREng-Aud-FGF,,,NCM_SNLA_X_X_ASG_SOC_MTX_SNPC_DCI_SVD_ROS_BT-DP-RT-XX_Demo13-18-Via1P-SCREng-Aud-FGF_X_0102-0120,Pre-Premiere,X,NCM_SNLA_X_PPR_SNPC_X_X,N/A,N/A,N/A,Coming Soon,NEVD-INCML,01,Not Applicable,15s,01,04,01,04,NCM_SNLA_X_PPR_CS_NEVD-INCML_01_XX_15s_0104-0104,/?xid=crm_NCM_SNLA_X_SNPC
Nick Consumer Marketing,Nick Everyday,N/A,Tune-In,Q1,2017,01,01,2017,03,31,NCM_NEVD_X_TI_Q1_20170101-20170331,ASG,Facebook,Dynamic CPM,Run of Site,X,NCM_NEVD_X_ASG_FCBK_DCI_ROS_X,,,X,Social,Desktop/Mobile/Tablet,Non-Skippable Video,Contextual,Day Parting,None,None,FMF-FTF-TTS-FF-TVFOS,,,NCM_NEVD_X_X_ASG_SOC_DMT_FCBK_DCI_NSV_ROS_CT-DP-XX-XX_FMF-FTF-TTS-FF-TVFOS_X_0101-0331,Always On,Inclusive,NCM_NEVD_X_AON_FCBK_X_Inclusive,Nick Consumer Marketing,Friday Nights,S01,Tomorrow,YT-Feb16,01,Not Applicable,15s,02,15,02,15,NCM_NEVD_X_AON_TM_NCM-FDNT-S01-YT-Feb16_01_XX_15s_0215-0215,/?xid=crm_NCM_NEVD_X_FCBK
MTV,The Challenge,S31,Tune-In,X,2017,12,29,2017,01,02,MTV_TCLG_S31_TI_X_20171229-20170102,ASG,Twitter,Dynamic CPV (Cost per View),Run of Site,X,MTV_TCLG_S31_ASG_TWTR_DVW_ROS_X,E01,E01,X,Social,Desktop/Mobile/Tablet,Non-Skippable Video,Behavioral,None,None,None,HL-KW-HT-TVTargeting,,,MTV_TCLG_S31_E01-E01_ASG_SOC_DMT_TWTR_DVW_NSV_ROS_BT-XX-XX-XX_HL-KW-HT-TVTargeting_X_1229-0102,Pre-Premiere,X,MTV_TCLG_S31_PPR_TWTR_X_X,N/A,N/A,N/A,Multiple Creative Rotation (tracking pixel),X,01,Not Applicable,30s,01,01,01,02,MTV_TCLG_S31_PPR_MC_X_01_XX_30s_0101-0102,/?xrs=crm_MTV_TCLG_S31_TWTR
Spike,Bellator,N/A,Ticket Sales,192-TicketSales,2017,01,05,2017,01,20,SPK_BLTR_X_TX_192-TicketSales_20170105-20170120,ASG,Facebook,Dynamic CPC,Run of Site,X,SPK_BLTR_X_ASG_FCBK_DCC_ROS_X,,,X,Social,Desktop/Mobile/Tablet,Static Image,Behavioral,None,none,None,VMN1P-Rmrktng-FBIntrstTrgt,1,1,SPK_BLTR_X_X_ASG_SOC_DMT_FCBK_DCC_IMG_ROS_BT-XX-XX-XX_VMN1P-Rmrktng-FBIntrstTrgt_1x1_0105-0120,Pre-Premiere,X,SPK_BLTR_X_PPR_FCBK_1x1_X,N/A,N/A,N/A,Tonight,LimaMacDonald,01,Not Applicable,,01,05,01,18,SPK_BLTR_X_PPR_TN_LimaMacDonald_01_XX_1x1_0105-0118,/?xrs=crm_SPK_BLTR_X_FCBK
MTV,Siesta Key,S1B,Tune-In,X,2017,01,04,2017,01,22,MTV_STKY_S1B_TI_X_20170104-20170122,ASG,DBM,Dynamic CPE (Cost per Engagement),Run of Exchange,Demo,MTV_STKY_S1B_ASG_GDBM_DCE_ROE_Demo,E01,E01,X,Video,Desktop/Mobile/Tablet,Non-Skippable Video,Behavioral,None,None,None,VMN1P-YTRM-Demo18-22YO-Travel,,,MTV_STKY_S1B_E01-E01_ASG_VID_DMT_GDBM_DCE_NSV_ROE_BT-XX-XX-XX_VMN1P-YTRM-Demo18-22YO-Travel_X_0104-0122,Pre-Premiere,X,MTV_STKY_S1B_PPR_GDBM_X_X,N/A,N/A,N/A,Monday,X,01,Not Applicable,30s,01,12,01,13,MTV_STKY_S1B_PPR_MO_X_01_XX_30s_0112-0113,/?xrs=crm_MTV_STKY_S1B_GDBM
Comedy Central,Corporate,S01,Tune-In,X,2017,01,01,2017,03,14,,ASG,TVadSync,Dynamic CPM,Run of Site,X,CCL_CORP_S01_ASG_TVAS_DCI_ROS_X,E01,E03,X,Display Banner,Desktop,Rich Media,Behavioral,None,None,None,DirecTVViewershipTargeting,300,250,CCL_CORP_S01_E01-E03_ASG_DIS_DXX_TVAS_DCI_RMD_ROS_BT-XX-XX-XX_DirecTVViewershipTargeting_300x250_0101-0314,Pre-Premiere,X,CCL_CORP_S01_PPR_TVAS_300x250_X,N/A,N/A,N/A,Day Date Time,X,01,Not Applicable,,01,01,01,15,CCL_CORP_S01_PPR_DT_X_01_XX_300x250_0101-0115,/?xrs=crm_CCL_CORP_S01_TVAS
BET,The Quad,S02,Tune-In,X,2017,01,05,2017,01,30,BET_QUAD_S02_TI_X_20170105-20170130,ASG,DBM,Dynamic CPM,Run of Exchange,E&D,BET_QUAD_S02_ASG_GDBM_DCI_ROE_E&D,E01,E02,X,Search,Desktop/Mobile/Tablet,Text Link,Behavioral,Geographic,None,None,E&D,,,,Pre-Premiere,30s,,N/A,N/A,N/A,Day Date Time,X,01,Not Applicable,30s,01,01,01,15,,/?cid=crm_BET_QUAD_S02_GDBM
Nick Jr,Sunny Day,N/A,Awareness,X,2018,01,11,2017,03,31,NKJ_SNDY_X_AW_X_20170111-20170331,ASG,Amazon,CPM,Custom Program,FireTablet,NKJ_SNDY_X_ASG_AMZN_CPM_CSP_FireTablet,,,X,Display Banner,Tablet,Custom,Behavioral,Look-a-like,Retargeting,Demographic,WakeScn-Girls2-6YO-K2-6YO,1,1,NKJ_SNDY_X_X_ASG_DIS_TXX_AMZN_CPM_CTM_CSP_BT-LL-RT-DM_WakeScn-Girls2-6YO-K2-6YO_1x1_0111-0331,Always On,WakeScn,NKJ_SNDY_X_AON_AMZN_1x1_WakeScn,N/A,N/A,N/A,Now,Fire-WakeScn,01,Not Applicable,,01,19,02,15,NKJ_SNDY_X_AON_NW_Fire-WakeScn_01_XX_1x1_0119-0215,/?xid=crm_NKJ_SNDY_X_AMZN
Spike,Ad Hoc,N/A,Awareness,GoodbyeSpike,2018,01,03,,01,05,SPK_ADHC_X_AW_GoodbyeSpike_20180103-20180105,ASG,Facebook,Dynamic CPV (Cost per View),Run of Site,X,SPK_ADHC_X_ASG_FCBK_DVW_ROS_X,,,X,Social,Desktop/Mobile/Tablet,Non-Skippable Video,Behavioral,None,None,None,DormantSpikeViewers,,,SPK_ADHC_X_X_ASG_SOC_DMT_FCBK_DVW_NSV_ROS_BT-XX-XX-XX_DormantSpikeViewers_X_0103-0105,Social Boost,AdvertisersMediaJournalists,SPK_ADHC_X_SLB_FCBK_X_AdvertisersMediaJournalists,N/A,N/A,N/A,Multiple Creative Rotation (tracking pixel),AdvertisersMediaJournalists,01,Not Applicable,02m,01,03,01,05,SPK_ADHC_X_SLB_MC_AdvertisersMediaJournalists_01_XX_02m_0103-0105,/?xrs=crm_SPK_ADHC_X_FCBK
Nick Consumer Marketing,Lip Sync Battle Shorties,S01,Tune-In,X,2018,01,09,2017,01,19,NCM_LSBS_S01_TI_X_20180109-20180119,ASG,FullScreen,CPM,Run of Site,X,NCM_LSBS_S01_ASG_FSCN_CPM_ROS_X,E01,E02,X,Video,Desktop/Mobile/Tablet,Non-Skippable Video,Contextual,Day Parting,None,None,Run-of-Channel-List,,,NCM_LSBS_S01_E01-E02_ASG_VID_DMT_FSCN_CPM_NSV_ROS_CT-DP-XX-XX_Run-of-Channel-List_X_0109-0119,Pre-Premiere,X,NCM_LSBS_S01_PPR_FSCN_X_X,N/A,N/A,N/A,Friday,Series,01,Not Applicable,15s,01,09,01,10,NCM_LSBS_S01_PPR_FR_Series_01_XX_15s_0109-0110,/?xid=crm_NCM_LSBS_S01_FSCN
Nick Consumer Marketing,Kid Danger,S01,Tune-In,X,2018,01,11,2017,01,15,NCM_KDDG_S01_TI_X_20180111-20180115,ASG,YouTube,Dynamic CPM,Run of Site,X,NCM_KDDG_S01_ASG_YTBE_DCI_ROS_X,E01,E01,X,Video,Desktop/Mobile/Tablet,Non-Skippable Video,Behavioral,Conquesting,Contextual,None,Keywords-Affinity,,,NCM_KDDG_S01_E01-E01_ASG_VID_DMT_YTBE_DCI_NSV_ROS_BT-CQ-CT-XX_Keywords-Affinity_X_0111-0115,Pre-Premiere,Bumpers,NCM_KDDG_S01_PPR_YTBE_X_Bumpers,N/A,N/A,N/A,Monday,X,01,Not Applicable,N/A,01,13,01,13,NCM_KDDG_S01_PPR_MO_X_01_XX_N/A_0113-0113,/?xid=crm_NCM_KDDG_S01_YTBE
Nick Consumer Marketing,Henry Danger,N/A,Tune-In,X,2018,01,17,2017,02,09,NCM_HYDG_X_TI_X_20180117-20180209,ASG,Facebook,Dynamic CPV (Cost per View),Run of Site,X,NCM_HYDG_X_ASG_FCBK_DVW_ROS_X,E01,E01,X,Video,Desktop/Mobile/Tablet,Non-Skippable Video,Behavioral,None,None,None,X,,,NCM_HYDG_X_X_ASG_VID_DMT_FCBK_DVW_NSV_ROS_BT-XX-XX-XX_X_X_0117-0209,Pre-Premiere,X,NCM_HYDG_X_PPR_FCBK_X_X,N/A,N/A,N/A,Monday,X,01,Not Applicable,15s,01,03,01,08,NCM_HYDG_X_PPR_MO_X_01_XX_15s_0103-0108,/?xid=crm_NCM_HYDG_X_FCBK
VH1,America's Next Top Model,S24,Tune-In,X,2018,01,08,2017,01,16,VH1_ANTM_S24_TI_X_20180108-20180116,ASG,YouTube,Dynamic CPV (Cost per View),Run of Site,Instream,VH1_ANTM_S24_ASG_YTBE_DVW_ROS_Instream,E01,E02,X,Video,Desktop/Mobile/Tablet,Skippable Video,Behavioral,None,None,None,VMN1P=YTRemarketing,,,VH1_ANTM_S24_E01-E02_ASG_VID_DMT_YTBE_DVW_SVD_ROS_BT-XX-XX-XX_VMN1P=YTRemarketing_X_0108-0116,Pre-Premiere,Instream,VH1_ANTM_S24_PPR_YTBE_X_Instream,N/A,N/A,N/A,Tonight,X,01,Not Applicable,30s,01,09,01,09,VH1_ANTM_S24_PPR_TN_X_01_XX_30s_0109-0109,/?xrs=crm_VH1_ANTM_S24_YTBE
Viacom,MTV-VH1 Critics Choice,N/A,Awareness,X,2018,01,17,2017,02,09,VIA_MVCC_X_AW_X_20180117-20180209,ASG,Facebook,Dynamic CPM,Run of Site,X,VIA_MVCC_X_ASG_FCBK_DCI_ROS_X,,,X,Social,Desktop/Mobile/Tablet,Static Image,Geographic,Behavioral,None,None,CriticChoiceInt-Emp-FBInt,1200,628,VIA_MVCC_X_X_ASG_SOC_DMT_FCBK_DCI_IMG_ROS_GE-BT-XX-XX_CriticChoiceInt-Emp-FBInt_1200x628_0117-0209,Social Boost,X,VIA_MVCC_X_SLB_FCBK_1200x628_X,MTV,Teen Mom OG,N/A,For Your Consideration,X,01,Not Applicable,,01,08,01,08,VIA_MVCC_X_SLB_FC_MTV-TMOG-X-X_01_XX_1200x628_0108-0108,/?xrs=crm_VIA_MVCC_X_FCBK
Nick Consumer Marketing,,N/A,Tune-In,X,2018,01,17,,02,09,,ASG,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,,,,,,,,,,,
Comedy Central,The Daily Show,N/A,Tune-In,2018,2018,01,09,2017,01,18,CCL_DLYS_X_TI_2018_20180109-20180118,ASG,DBM,Dynamic CPM,Run of Exchange,X,CCL_DLYS_X_ASG_GDBM_DCI_ROE_X,,,X,Video,Desktop/Mobile/Tablet,Non-Skippable Video,Behavioral,None,None,None,X,,,CCL_DLYS_X_X_ASG_VID_DMT_GDBM_DCI_NSV_ROE_BT-XX-XX-XX_X_X_0109-0118,Always On,X,CCL_DLYS_X_AON_GDBM_X_X,N/A,N/A,N/A,Tonight,X,01,Not Applicable,15s,01,09,01,18,CCL_DLYS_X_AON_TN_X_01_XX_15s_0109-0118,/?xrs=crm_CCL_DLYS_X_GDBM
Nick Jr,Always On,N/A,Awareness,Search,2018,01,10,2017,03,31,NKJ_NJAO_X_AW_Search_20180110-20180331,ASG,Google Search,Dynamic CPC,Run of Site,X,NKJ_NJAO_X_ASG_GSRC_DCC_ROS_X,,,X,Search,Desktop/Mobile/Tablet,Text Link,Behavioral,None,Behavioral,None,Keywords,1,1,NKJ_NJAO_X_X_ASG_SRC_DMT_GSRC_DCC_TXT_ROS_BT-XX-BT-XX_Keywords_1x1_0110-0331,Always On,0110-0331,NKJ_NJAO_X_AON_GSRC_1x1_0110-0331,N/A,N/A,N/A,Now,X,01,Not Applicable,,01,10,03,31,NKJ_NJAO_X_AON_NW_X_01_XX_1x1_0110-0331,/?xid=crm_NKJ_NJAO_X_GSRC
Nick Consumer Marketing,Friday Nights,N/A,Tune-In,X,2018,01,17,2017,02,09,NCM_FDNT_X_TI_X_20180117-20180209,ASG,Instagram,Dynamic CPV (Cost per View),Run of Site,X,NCM_FDNT_X_ASG_INGM_DVW_ROS_X,E01,E04,X,Social,Mobile/Tablet,Non-Skippable Video,Behavioral,Conquesting,None,None,NickCoreOwnCmpNetNickCmpLivAct,,,NCM_FDNT_X_X_ASG_SOC_MTX_INGM_DVW_NSV_ROS_BT-CQ-XX-XX_NickCoreOwnCmpNetNickCmpLivAct_X_0117-0209,Pre-Premiere,X,NCM_FDNT_X_PPR_INGM_X_X,N/A,N/A,N/A,Catch up,NEVD-INCML-KDDG,01,Not Applicable,20s,01,19,01,19,NCM_FDNT_X_PPR_CU_NEVD-INCML-KDDG_01_XX_20s_0119-0119,/?xid=crm_NCM_FDNT_X_INGM
Nick Consumer Marketing,,S02,Tune-In,X,2018,01,28,2017,02,20,,ASG,Snapchat,CPM,Run of Site,X,,E01,E09,X,Social,Mobile/Tablet,Skippable Video,Behavioral,Demographic,None,None,P13-17KdsFamTvVrwsTVNetVwrsDis,,,,Pre-Premiere,X,,N/A,N/A,N/A,Tomorrow,WWHN,01,Not Applicable,10s,01,20,01,28,,
VH1,RuPaul's All Star Drag Race,S03,Tune-In,X,2018,01,24,2017,02,01,VH1_RASR_S03_TI_X_20180124-20180201,ASG,DBM,Dynamic CPM,Run of Exchange,X,VH1_RASR_S03_ASG_GDBM_DCI_ROE_X,E01,E02,X,Display Banner,Desktop/Mobile/Tablet,Static Image,Behavioral,None,None,None,VMN1P-OandOData-TimeIncPMP,300,250,VH1_RASR_S03_E01-E02_ASG_DIS_DMT_GDBM_DCI_IMG_ROE_BT-XX-XX-XX_VMN1P-OandOData-TimeIncPMP_300x250_0124-0201,Pre-Premiere,X,VH1_RASR_S03_PPR_GDBM_300x250_X,N/A,N/A,N/A,Tomorrow,X,01,Not Applicable,,01,24,01,24,VH1_RASR_S03_PPR_TM_X_01_XX_300x250_0124-0124,/?xrs=crm_VH1_RASR_S03_GDBM
Comedy Central,Clusterfest,N/A,Ticket Sales,X,2018,02,01,2017,06,03,CCL_CLTF_X_TX_X_20180201-20180603,ASG,Facebook,CPC,Run of Site,X,CCL_CLTF_X_ASG_FCBK_CPC_ROS_X,,,X,Social,Desktop/Mobile/Tablet,Social Mix (both image and video),Behavioral,None,None,None,RM-ComedyFans-TalentFans-Broad,1,1,CCL_CLTF_X_X_ASG_SOC_DMT_FCBK_CPC_MIX_ROS_BT-XX-XX-XX_RM-ComedyFans-TalentFans-Broad_1x1_0201-0603,Always On,PreSale,CCL_CLTF_X_AON_FCBK_1x1_PreSale,N/A,N/A,N/A,Ticket Sales,Boosted-PreSale-Display,01,Not Applicable,N/A,02,01,02,12,CCL_CLTF_X_AON_TX_Boosted-PreSale-Display_01_XX_1x1_0201-0212,/?xrs=crm_CCL_CLTF_X_FCBK
Paramount Network,Bellator,N/A,Ticket Sales,194-TicketSales,2018,01,31,2017,02,16,PMN_BLTR_X_TX_194-TicketSales_20180131-20180216,ASG,Google Search,Dynamic CPC,Run of Exchange,X,PMN_BLTR_X_ASG_GSRC_DCC_ROE_X,,,X,Social,Desktop/Mobile/Tablet,Static Image,Behavioral,Geographic,None,None,VMN1P-FBInterestTgt,1,1,PMN_BLTR_X_X_ASG_SOC_DMT_GSRC_DCC_IMG_ROE_BT-GE-XX-XX_VMN1P-FBInterestTgt_1x1_0131-0216,Pre-Premiere,194-TcketSales-0131-0216,PMN_BLTR_X_PPR_GSRC_1x1_194-TcketSales-0131-0216,N/A,N/A,N/A,Multiple Creative Rotation (tracking pixel),X,01,Not Applicable,30s,01,31,02,16,PMN_BLTR_X_PPR_MC_X_01_XX_1x1_0131-0216,
Nick Consumer Marketing,Spongebob Musical ,N/A,Ticket Sales,Holiday,2018,02,05,2017,02,28,NCM_SPBM_X_TX_Holiday_20180205-20180228,ASG,DBM,Dynamic CPM,Run of Exchange,SBSPCore,NCM_SPBM_X_ASG_GDBM_DCI_ROE_SBSPCore,,,X,Video,Desktop/Mobile/Tablet,Non-Skippable Video,Behavioral,None,None,None,VMN1PVMN1PGglBWayThtrTixNYCDMA,,,NCM_SPBM_X_X_ASG_VID_DMT_GDBM_DCI_NSV_ROE_BT-XX-XX-XX_VMN1PVMN1PGglBWayThtrTixNYCDMA_X_0205-0228,Pre-Premiere,SBSPCore,NCM_SPBM_X_PPR_GDBM_X_SBSPCore,N/A,N/A,N/A,Ticket Sales,Fans,01,Not Applicable,30s,02,05,02,28,NCM_SPBM_X_PPR_TX_Fans_01_XX_30s_0205-0228,/?xid=crm_NCM_SPBM_X_GDBM
Nick Consumer Marketing,Teenage Mutant Ninja Turtles,S01,Tune-In,LiveStream,2018,02,01,2017,02,01,NCM_TMNT_S01_TI_LiveStream_20180201-20180201,ASG,Facebook,CPV (Cost per View),Run of Site,LiveStream,NCM_TMNT_S01_ASG_FCBK_CPV_ROS_LiveStream,,,X,Video,Desktop/Mobile/Tablet,Non-Skippable Video,Behavioral,None,None,None,TMNT-Fllwrs-Intrst-MovieIntrst,,,,Pre-Premiere,LiveStream,NCM_TMNT_S01_PPR_FCBK_X_LiveStream,N/A,N/A,N/A,Now,X,01,Not Applicable,Live,02,01,02,01,NCM_TMNT_S01_PPR_NW_X_01_XX_Live_0201-0201,/?xid=crm_NCM_TMNT_S01_FCBK
Paramount Network,Heathers,S01,Tune-In,X,2018,02,10,2017,03,10,PMN_HTRS_S01_TI_X_20180210-20180310,ASG,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,,,,,,,,,,,
